id,id,id,id,id,id,id,id,id,id,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017,trans1.2018
10041018,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,18,Number of registrations: 90+,0,2,2,4,2,1,1,4,2,2,2,1,4,8,5,4,2,6,6,10,8,2,2,10,8
10041019,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,19,Number of registrations: All Ages,357,329,370,343,340,376,412,383,374,361,383,353,386,389,428,404,397,413,430,447,457,418,419,455,451
10041020,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,20,Incidence rate: Under 5,4.034548146,2.199003537,2.579954399,2.31248245,2.699137288,4.133498214,2.824729091,1.447906147,2.594668327,6.034911966,1.516731444,4.143219809,1.866458619,1.822775212,2.127086317,2.782550625,2.062422659,3.065541272,3.718854593,4.421122081,2.39843485,4.121247089,4.177720218,1.77238343,1.444763095
10041021,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,21,Incidence rate: 5..,3.375890007,2.774515153,1.545403969,2.779708131,2.49452763,2.198147276,1.276560436,2.942974955,3.329548746,3.381211285,2.05471008,1.388522473,2.118823629,3.970660429,2.938821092,2.59659327,2.225535798,4.060538944,2.902789218,1.4149425,4.848971845,2.052292411,3.346025925,2.649436498,3.321277097
10041022,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,22,Incidence rate: 10-14,2.4878871,2.494877704,1.253262399,1.874010288,2.164609257,1.540267206,1.548543749,2.787042112,1.548016372,0.93740333,2.508662726,1.585007101,2.255183701,1.303326415,2.962592334,2.332252723,3.043615003,1.72255793,1.775706909,1.81730951,2.206701753,0.734910451,1.822303537,2.856153404,1.04242677
10041023,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,23,Incidence rate: 15-19,1.958512184,0.64969026,1.932697047,0.951673995,2.19907262,2.203509876,0.314568286,0.629713008,1.883274638,1.558010981,0.930088358,2.16860602,1.538243818,1.518506033,1.215336329,1.805483253,0.904088287,1.52984264,0.940627587,1.594901419,2.270729326,0.328965765,1.33931561,3.103020273,0.702829592
10041024,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,24,Incidence rate: 20-24,1.34505504,1.399462606,2.056120336,1.55254431,2.262129051,1.301312374,2.260945398,1.902376385,1.237715672,0.91326981,0.605847641,2.681228718,1.77290819,1.171032177,1.44223142,1.720671865,1.69624254,1.914765578,1.615782968,1.350340421,1.899381616,1.359915141,2.198001467,1.682515023,1.711234827
10041025,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,25,Incidence rate: 25-29,1.476308932,1.506689702,5.109548725,2.374732843,1.651386752,3.467927451,3.333616186,1.270305032,2.986183922,1.705448567,1.016790602,2.311772205,0.640711446,3.981208695,1.783166904,3.529681682,3.207922987,1.732356669,2.303271798,3.976425478,2.796749059,1.648868052,4.009365879,2.616102635,2.877020453
10041026,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,26,Incidence rate: 30-34,2.966464123,1.958988574,3.688884408,2.957267485,1.988659668,3.278614105,4.137221287,4.196864418,4.316915564,3.067630088,1.449712377,2.394750706,3.107974129,4.493184801,2.609884284,2.5852068,2.218587964,2.779613695,4.204999745,3.81557282,4.073533092,2.299511354,3.978255989,4.224400135,4.982588621
10041027,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,27,Incidence rate: 35-39,3.560951157,4.534603022,6.28055227,4.117746975,2.789633721,5.011451166,3.225342258,5.207920006,5.2147742,2.248077893,3.528065763,2.307485226,4.916039225,3.949655063,4.325797434,1.957926947,3.170805529,5.058003398,4.037405005,3.501957913,4.12754757,4.997860291,4.881724958,2.359513114,4.885099584
10041028,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,28,Incidence rate: 40-44,4.482348512,5.659410706,5.591277607,3.166269444,4.50578571,3.855538481,6.194385194,3.167162856,4.660966477,4.581656574,4.510012227,3.940440246,3.434108052,3.66631633,4.414166532,2.722590322,5.04116108,5.842545927,4.669611981,4.809285126,4.156414178,4.859572643,7.108204645,3.999593887,3.149388074
10041029,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,29,Incidence rate: 45-49,7.877162938,7.127949546,4.504846934,4.99783917,6.283700082,6.013843869,9.599347244,7.096224808,4.621659407,4.524477423,6.628332809,5.123171837,6.07320055,8.267729759,8.350012272,5.478005807,5.141312651,6.81648323,7.799817679,8.582280778,4.954443888,5.810751406,5.353714841,4.674474771,4.274794476
10041030,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,30,Incidence rate: 50-54,15.62483724,7.23893305,11.12583317,7.856397622,6.361939846,7.396515354,10.11961384,9.689839633,8.011536613,7.540431795,9.080342874,10.24531503,10.10152028,8.984517647,9.355703861,8.03043813,8.398716893,10.07110732,8.058080565,9.173470324,11.03766604,5.428171718,6.88483394,8.598473402,7.660241125
10041031,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,31,Incidence rate: 55-59,9.821574726,15.96881726,10.98905124,10.98048402,14.46968601,7.835567064,15.19472213,13.09721581,7.693589957,9.876848051,16.22596154,12.89256392,11.54807753,12.31149894,15.25878906,11.96117219,11.91676597,10.84585628,11.78911629,12.12394132,13.81632187,11.57598809,9.708188048,12.6687183,14.22438318
10041032,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,32,Incidence rate: 60-64,15.71561634,15.40879534,18.16684898,16.66253333,11.51627057,17.15135115,16.33515173,16.05805369,16.78249128,15.44221223,19.58581544,13.16496802,16.39648117,13.21261408,16.50945643,13.9184441,12.97862451,14.266056,12.08841279,12.60600865,15.83230423,12.61837614,13.68363437,12.15764822,15.46210891
10041033,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,33,Incidence rate: 65-69,18.30404686,13.730377,17.1401816,19.5907615,17.93422726,22.20276571,18.85701355,26.30875622,18.78122378,18.16537926,14.30509915,15.05043931,20.05492594,21.58033177,21.25074678,26.37722582,21.79132472,19.66620401,17.14815657,20.8486055,18.65323634,20.76975923,16.69165165,23.27365226,19.63962944
10041034,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,34,Incidence rate: 70-74,18.00055386,19.91266872,23.49804343,19.41314075,20.90229877,22.36146827,22.75213725,19.30706928,20.55341258,19.97954475,20.90340726,23.63362214,23.49911173,22.91111423,17.5198366,20.48629922,24.42422159,19.51290347,24.8258803,23.11933132,21.77368433,21.9519124,18.4085784,21.57746696,21.77402986
10041035,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,35,Incidence rate: 75-79,20.29059024,16.55012619,13.88585825,21.46383344,19.45253278,19.98072448,28.88486373,15.69896628,24.33297239,23.08921551,25.37841022,19.72528064,22.53628045,14.56834008,24.20079747,23.45819578,22.58610954,21.21198589,23.80965565,21.2484268,24.13981782,26.65685694,18.7320039,27.62108126,23.54763425
10041036,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,36,Incidence rate: 80x4,12.3109558,15.05811491,14.28911646,16.66781054,20.44697078,26.49652366,17.92203913,16.96049148,23.22548372,25.81511217,21.59181504,12.68434583,19.46183787,14.37619978,18.45389881,19.03374766,17.86642412,14.35452487,27.21046126,16.11356225,13.59075225,22.33123172,24.92339721,25.38199909,20.67618246
10041037,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,37,Incidence rate: 85x9,7.383615757,1.78804513,14.10437236,13.87323333,17.03838749,18.63112075,20.21393077,18.51571311,18.94918174,19.83769161,18.51029172,13.6167895,7.908013981,10.46963805,28.75174307,23.53918582,13.98973154,19.47826087,19.35787174,30.12130672,30.73674645,26.311635,17.95378184,9.988637924,19.64419453
10041038,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,38,Incidence rate: 90+,0,8.485002758,8.211528987,15.99552125,7.666653889,3.690717845,3.53406842,13.61238727,6.740815639,6.698596644,6.630200564,3.26690624,13.05142261,26.80156789,17.1609006,13.75894331,6.167129201,17.0604794,16.25795963,26.53223667,20.22653722,5.025757005,4.87009034,23.96644697,19.08078327
10041039,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,39,Crude Rate (Incidence),6.996967981,6.446316293,7.266028958,6.747532134,6.696775896,7.413322292,8.13756434,7.562892461,7.382550336,7.122422808,7.532993726,6.907753121,7.519968829,7.52417795,8.226181553,7.721860127,7.544373076,7.79259986,8.092442036,8.390112056,8.545889745,7.779638935,7.752511703,8.387405987,8.293337747
10041040,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,40,Crude Rate (Lower 95% CI) (Incidence),6.289894556,5.768490911,6.544438518,6.052264709,6.003784125,6.682848282,7.370668652,6.824345521,6.653216706,6.406563954,6.797366518,6.205857446,6.788399414,6.794954736,7.465206936,6.98715088,6.820409746,7.059081692,7.345539843,7.63025016,7.780234122,7.051625506,7.02788175,7.634338606,7.545499526
10041041,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,41,Crude Rate (Upper 95% CI) (Incidence),7.761776525,7.181901719,8.04545036,7.50076928,7.447813491,8.201850121,8.962573232,8.359573043,8.170008591,7.896395177,8.326524753,7.667299288,8.308888955,8.310337764,9.043688853,8.512814816,8.324265992,8.581631888,8.894697103,9.205163546,9.366520184,8.56240565,8.531572755,9.194667671,9.095241412
10041042,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,42,EASR (Incidence),8.079068869,7.473581008,8.297988757,7.702731043,7.717442576,8.427265175,9.19116268,8.615459458,8.145083014,8.054307858,8.394941476,7.574035061,8.434495461,8.32348577,8.992384943,8.398071827,8.130732415,8.302712211,8.663348668,8.832156433,9.004513594,8.069106923,8.040688431,8.637879676,8.416267671
10041044,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,44,EASR (Lower 95% CI) (Incidence),7.241797906,6.669243171,7.451122869,6.891346987,6.897798784,7.575538736,8.30729798,7.743966143,7.325517981,7.220070987,7.555054933,6.791859309,7.59243369,7.486448572,8.138188663,7.578543096,7.338559718,7.510329174,7.85303095,8.017353852,8.185773286,7.306383474,7.280868239,7.853080346,7.647616584
10041045,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,45,EASR (Upper 95% CI) (Incidence),8.961480255,8.323050586,9.189778866,8.55861951,8.582436257,9.32371199,10.11906727,9.532752353,9.007479051,8.933494836,9.278457084,8.398224411,9.320201941,9.2042407,9.888596959,9.25906976,8.962922645,9.1342627,9.51288177,9.685825196,9.861718143,8.869152874,8.837677896,9.459518944,9.221197964
10041046,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,46,WASR (Incidence),5.642369749,4.952495503,5.578256845,4.929892763,4.959411219,5.47320208,5.769488224,5.45234021,5.257372756,5.202173067,5.030342015,5.035392609,5.171731325,5.429544613,5.62722931,5.258847168,5.128093594,5.501711528,5.443332034,5.659728607,5.827579277,4.923396608,5.482356902,5.331394367,5.117206638
10041048,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,48,WASR (Lower 95% CI) (Incidence),5.020760336,4.388521725,4.979618989,4.369423758,4.388072675,4.869096664,5.16942999,4.870860089,4.66807738,4.590118828,4.482933401,4.451931964,4.611345937,4.840909752,5.038585915,4.684668965,4.570023977,4.90825815,4.858483841,5.065248488,5.22277071,4.37751848,4.879482027,4.770213221,4.583872098
10041049,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,49,WASR (Upper 95% CI) (Incidence),6.299731844,5.550066813,6.210382919,5.523691734,5.565207412,6.112122668,6.402020243,6.066134441,5.881189498,5.851976415,5.608828006,5.654259342,5.76378657,6.0514646,6.247923197,5.865737299,5.717847198,6.128543479,6.060937965,6.286717815,6.465045035,5.500885115,6.119839664,5.923332519,5.679468087
10041050,1,SCOTLAND,410,Malignant brain cancer,0,All Persons,50,Standardised Incidence Ratio,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
11041000,1,SCOTLAND,410,Malignant brain cancer,1,Males,0,Number of registrations: Under 5,6,4,2,4,4,9,5,2,2,12,1,6,3,3,2,6,2,4,3,6,5,2,4,4,3
11041001,1,SCOTLAND,410,Malignant brain cancer,1,Males,1,Number of registrations: 5..,4,4,3,6,3,5,2,6,7,8,3,3,2,3,5,2,5,6,5,1,9,4,5,6,7
11041002,1,SCOTLAND,410,Malignant brain cancer,1,Males,2,Number of registrations: 10-14,5,4,2,3,5,1,1,4,1,3,3,4,4,2,0,4,3,4,1,4,3,2,1,6,3
11041003,1,SCOTLAND,410,Malignant brain cancer,1,Males,3,Number of registrations: 15-19,4,1,3,1,4,4,0,2,5,3,2,4,2,3,0,3,2,1,0,3,3,1,1,7,2
11041004,1,SCOTLAND,410,Malignant brain cancer,1,Males,4,Number of registrations: 20-24,3,4,5,3,5,2,6,5,3,1,1,5,3,0,3,4,5,3,4,4,3,0,7,3,5
11041005,1,SCOTLAND,410,Malignant brain cancer,1,Males,5,Number of registrations: 25-29,3,6,11,6,4,5,5,2,7,3,0,4,1,7,4,7,5,3,4,10,5,4,9,5,4
11041006,1,SCOTLAND,410,Malignant brain cancer,1,Males,6,Number of registrations: 30-34,10,4,11,7,5,9,9,8,9,9,4,5,6,5,3,6,5,6,7,6,8,7,5,7,8
11041007,1,SCOTLAND,410,Malignant brain cancer,1,Males,7,Number of registrations: 35-39,5,12,15,10,8,16,3,11,13,5,9,5,11,8,12,3,3,10,7,5,5,13,12,3,10
11041008,1,SCOTLAND,410,Malignant brain cancer,1,Males,8,Number of registrations: 40-44,8,13,10,9,11,10,20,8,11,10,12,11,8,6,12,6,14,18,7,8,9,10,15,7,7
11041009,1,SCOTLAND,410,Malignant brain cancer,1,Males,9,Number of registrations: 45-49,15,13,12,9,11,12,21,13,11,8,12,12,15,22,19,15,12,20,22,19,14,14,13,13,8
11041010,1,SCOTLAND,410,Malignant brain cancer,1,Males,10,Number of registrations: 50-54,30,8,21,11,12,16,21,25,20,15,25,24,16,20,20,17,22,18,24,21,26,14,14,19,18
11041011,1,SCOTLAND,410,Malignant brain cancer,1,Males,11,Number of registrations: 55-59,17,26,17,23,27,14,25,21,18,26,31,21,27,29,30,25,20,22,27,18,28,29,23,27,32
11041012,1,SCOTLAND,410,Malignant brain cancer,1,Males,12,Number of registrations: 60-64,22,26,27,26,17,26,24,26,28,31,29,27,29,23,32,25,28,24,29,21,32,24,27,20,32
11041013,1,SCOTLAND,410,Malignant brain cancer,1,Males,13,Number of registrations: 65-69,23,16,22,24,29,26,22,45,29,23,24,19,28,30,29,34,34,35,34,38,30,37,28,40,32
11041014,1,SCOTLAND,410,Malignant brain cancer,1,Males,14,Number of registrations: 70-74,20,16,22,26,17,28,27,22,23,23,23,22,28,26,21,23,28,24,30,33,35,24,29,35,30
11041015,1,SCOTLAND,410,Malignant brain cancer,1,Males,15,Number of registrations: 75-79,18,13,12,16,13,18,23,10,18,20,25,19,25,12,25,23,18,23,24,19,27,26,15,31,28
11041016,1,SCOTLAND,410,Malignant brain cancer,1,Males,16,Number of registrations: 80x4,5,10,8,2,10,10,8,8,8,13,12,8,15,10,12,10,12,11,19,13,9,16,20,15,13
11041017,1,SCOTLAND,410,Malignant brain cancer,1,Males,17,Number of registrations: 85x9,0,1,4,3,5,4,4,6,3,6,3,4,3,3,8,6,5,5,9,8,13,5,9,6,4
11041018,1,SCOTLAND,410,Malignant brain cancer,1,Males,18,Number of registrations: 90+,0,0,0,0,0,0,0,2,0,1,1,0,2,4,2,2,1,1,1,4,3,1,2,4,5
11041019,1,SCOTLAND,410,Malignant brain cancer,1,Males,19,Number of registrations: All Ages,198,181,207,189,190,215,226,226,216,220,220,203,228,216,239,221,224,238,257,241,267,233,239,258,251
11041020,1,SCOTLAND,410,Malignant brain cancer,1,Males,20,Incidence rate: Under 5,3.649057935,2.461341554,1.261742087,2.582344511,2.632999381,6.044081501,3.437465625,1.410715797,1.448593054,8.85295246,0.741498717,4.419563936,2.186318022,2.131862822,1.382246427,4.075920818,1.348181303,2.671189882,1.986926027,3.994700364,3.348109657,1.339728303,2.711368089,2.756415557,2.104096676
11041021,1,SCOTLAND,410,Malignant brain cancer,1,Males,21,Incidence rate: 5..,2.400096004,2.40846334,1.810785036,3.616483934,1.829223677,3.07210224,1.248571946,3.837421253,4.547196653,5.274087748,2.001868411,2.026191907,1.378141301,2.116237893,3.593761231,1.450273739,3.627999449,4.329222977,3.542682236,0.691414704,6.108859883,2.686474942,3.283166548,3.892969297,4.55000455
11041022,1,SCOTLAND,410,Malignant brain cancer,1,Males,22,Incidence rate: 10-14,3.048761898,2.448235129,1.230716215,1.837357145,3.023980163,0.601496523,0.603587725,2.413433169,0.605114427,1.838539464,1.84746128,2.488150185,2.526209423,1.27257225,0,2.594201959,1.972827588,2.688786416,0.694116667,2.844302861,2.157667992,1.437204924,0.712347113,4.181767494,2.037130091
11041023,1,SCOTLAND,410,Malignant brain cancer,1,Males,23,Incidence rate: 15-19,2.578665412,0.641663191,1.907098858,0.627214852,2.480743231,2.490210361,0,1.241210677,3.091897374,1.839148107,1.222292164,2.442673506,1.212723899,1.796590072,0,1.783803068,1.189032365,0.601066292,0,1.867088214,1.898013413,0.641984502,0.65524788,4.720989519,1.375468519
11041024,1,SCOTLAND,410,Malignant brain cancer,1,Males,24,Incidence rate: 20-24,1.609787508,2.243397401,2.950548802,1.873548,3.259856175,1.311251852,3.896609949,3.170396109,1.856584998,0.608968894,0.60865384,3.008586506,1.790104303,0,1.741725353,2.308988894,2.842540321,1.647491694,2.165134834,2.168773992,1.635082326,0,3.852758575,1.674695903,2.820285751
11041025,1,SCOTLAND,410,Malignant brain cancer,1,Males,25,Incidence rate: 25-29,1.490631382,3.047944162,5.69134295,3.22355343,2.246105814,2.959297818,3.118684664,1.306156569,4.739561117,2.082480095,0,2.663399563,0.644774426,4.326676433,2.402820912,4.177159293,2.967218174,1.76064604,2.340700689,5.748414875,2.825864573,2.212475041,4.834836609,2.626381477,2.09938488
11041026,1,SCOTLAND,410,Malignant brain cancer,1,Males,26,Incidence rate: 30-34,5.026565398,1.999900005,5.5411709,3.540539174,2.55683852,4.671417671,4.809156634,4.343529769,5.056605894,5.214640393,2.407825433,3.101409901,3.843222157,3.282110528,1.995039003,3.939799858,3.211881392,3.758362356,4.286379112,3.592599246,4.765053101,4.117647059,2.901831055,4.011691214,4.495872227
11041027,1,SCOTLAND,410,Malignant brain cancer,1,Males,27,Incidence rate: 35-39,2.783406444,6.509533755,8.015432379,5.25767884,4.157118286,8.243173622,1.535885976,5.650007705,6.701721827,2.59212409,4.700745329,2.659093568,5.902269154,4.376080345,6.717194899,1.730922351,1.77929611,6.080173163,4.426261643,3.241659211,3.230537626,8.255802877,7.441029839,1.804771817,5.856549672
11041028,1,SCOTLAND,410,Malignant brain cancer,1,Males,28,Incidence rate: 40-44,4.816433672,7.817808969,5.946646686,5.245825197,6.3000063,5.615485262,11.00866933,4.334680697,5.838734162,5.22881285,6.190481104,5.585032114,4.047067394,3.023583955,6.06489437,3.056079051,7.276431638,9.430354215,3.759479258,4.411505206,5.134641716,5.876821815,9.094822621,4.389457777,4.49943757
11041029,1,SCOTLAND,410,Malignant brain cancer,1,Males,29,Incidence rate: 45-49,8.80493546,7.451692967,6.800176805,5.331943079,6.63409927,7.281906889,12.73584047,7.773957243,6.442280099,4.605058657,6.769525851,6.61419406,8.112975894,11.62821428,9.842978589,7.659157288,6.028302882,9.989610805,11.02541358,9.593682308,7.148035822,7.308224362,6.86298318,7.009597757,4.43063563
11041030,1,SCOTLAND,410,Malignant brain cancer,1,Males,30,Incidence rate: 50-54,21.29381202,5.619516581,14.36476938,6.993273742,7.337340336,9.54870436,12.23926005,14.37293748,11.97755406,9.143721007,15.32172559,14.67387317,9.655189061,11.78995025,11.56009225,9.615275845,12.17352811,9.745691592,12.74927488,10.94542403,13.37317855,7.098599548,7.091156821,9.626199475,9.189815642
11041031,1,SCOTLAND,410,Malignant brain cancer,1,Males,31,Incidence rate: 55-59,12.84385648,19.56564273,12.91086943,17.41593028,20.19371003,10.2730428,18.14592225,14.79091978,11.75287619,16.29368745,18.90163225,12.47386428,15.82278481,17.68702504,18.61411695,15.6025713,12.46781745,13.5168346,16.24460769,10.62793375,16.18076223,16.37761124,12.72567322,14.62566425,17.01656988
11041032,1,SCOTLAND,410,Malignant brain cancer,1,Males,32,Incidence rate: 60-64,17.96475641,21.2799044,22.13332459,21.31269827,13.75315514,20.85171225,19.14944546,20.86308998,22.37440368,24.46801793,22.3632564,20.53013367,21.3563491,15.62224064,20.8084066,15.82609026,17.25497929,14.57832204,18.37920741,13.54777526,20.76398487,15.55945983,17.26276486,12.50484563,19.60267822
11041033,1,SCOTLAND,410,Malignant brain cancer,1,Males,33,Incidence rate: 65-69,21.11428335,14.68496168,20.28547191,22.03047549,26.57770772,23.8659103,20.10821878,40.81447553,26.17163176,20.44844325,21.05373967,16.55052265,24.51495412,26.03805027,24.74276061,28.3449075,27.8969781,27.68658783,24.75427739,26.46239554,20.31997182,24.42453808,18.24496472,27.1420138,22.06683493
11041034,1,SCOTLAND,410,Malignant brain cancer,1,Males,34,Incidence rate: 70-74,21.86891771,17.82590773,24.62888745,29.38849327,19.14910393,31.41126318,30.11510663,24.37943262,25.18312512,24.94036001,24.76686839,23.39081804,29.41732681,27.03489581,21.41939169,23.04470673,27.76841145,23.84169117,29.51913332,31.91736305,32.96072024,22.2382832,25.923178,28.60575548,23.37267734
11041035,1,SCOTLAND,410,Malignant brain cancer,1,Males,35,Incidence rate: 75-79,34.79202103,23.63636364,20.70429096,26.12884788,20.3115479,26.98529302,34.93794717,15.10710941,27.15587472,29.86010541,36.84978553,27.59061338,35.72143,16.74597748,34.2015979,30.97935159,23.69138029,29.72037008,30.60951191,23.6819145,32.94209512,31.43779549,18.178513,37.07646123,32.92529486
11041036,1,SCOTLAND,410,Malignant brain cancer,1,Males,36,Incidence rate: 80x4,14.45671659,28.48191398,23.0275467,5.898313082,30.78249092,31.68869031,23.32769581,21.63741108,20.27266738,31.54880357,27.8073875,18.60292066,34.38947224,22.55249092,26.47954455,21.53177013,25.18098835,22.36590623,37.31783007,24.87752603,16.78415576,29.08033442,35.5865554,26.30010169,22.28928057
11041037,1,SCOTLAND,410,Malignant brain cancer,1,Males,37,Incidence rate: 85x9,0,6.847907964,26.57807309,19.30129319,30.92911048,24.27331756,23.95783421,35.9690666,18.06684734,37.55398385,18.89287739,22.52252252,15.39014005,14.3307538,36.26473255,25.63226247,20.99781623,20.52797964,36.25231612,31.40580222,48.91079424,18.43250018,31.8167356,20.36521621,13.11819494
11041038,1,SCOTLAND,410,Malignant brain cancer,1,Males,38,Incidence rate: 90+,0,0,0,0,0,0,0,31.41196796,0,15.00375094,14.77104874,0,28.19283902,57.11022273,28.98970865,28.40909091,12.38390093,11.04728237,10.15847217,38.77471888,27.30499681,8.754267706,16.64308896,32.28931224,39.61965135
11041039,1,SCOTLAND,410,Malignant brain cancer,1,Males,39,Crude Rate (Incidence),8.070623664,7.37765825,8.459268825,7.738537343,7.790106647,8.824006222,9.293045923,9.286146015,8.868323866,9.023464288,8.992059603,8.247761119,9.211883006,8.651908487,9.501856241,8.728384905,8.790456703,9.2596195,9.971714475,9.316962284,10.28295456,8.925599193,9.096088568,9.771616862,9.476164426
11041040,1,SCOTLAND,410,Malignant brain cancer,1,Males,40,Crude Rate (Lower 95% CI) (Incidence),6.985568213,6.341970561,7.346069619,6.674559582,6.721755717,7.683855929,8.120870464,8.114840874,7.725010387,7.870407553,7.843015892,7.152136902,8.054879593,7.536495502,8.335301568,7.615474039,7.676904917,8.120497683,8.789736234,8.177707118,9.086409097,7.816241615,7.979350495,8.615532439,8.340008458
